,MonthlyCharges,Churn,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
5965,63.7,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
5966,99.45,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
5967,25.2,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5968,74.05,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5969,87.6,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
5970,89.15,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
5971,20.0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
5972,55.0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
5973,104.4,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
5974,20.05,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
5975,89.75,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
5976,34.3,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5977,20.65,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
5978,84.25,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
5979,19.65,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
5980,79.85,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
5981,20.2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
5982,19.8,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
5983,50.35,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5984,85.15,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
5985,74.6,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
5986,79.15,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
5987,20.35,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
5988,21.05,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
5989,94.6,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
5990,94.7,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
5991,94.25,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
5992,72.45,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
5993,74.95,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
5994,105.2,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
5995,111.95,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
5996,19.85,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
5997,89.75,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
5998,20.05,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5999,108.95,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6000,19.65,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
6001,24.9,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6002,82.85,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6003,93.2,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
6004,84.8,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
6005,71.75,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6006,30.35,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
6007,54.85,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
6008,19.5,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
6009,103.85,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
6010,24.2,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
6011,19.35,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
6012,83.6,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
6013,100.65,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6014,94.1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6015,74.55,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6016,108.45,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6017,56.15,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6018,20.35,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
6019,80.55,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
6020,61.25,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
6021,20.45,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
6022,18.9,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
6023,19.6,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
6024,91.5,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
6025,45.2,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
6026,19.45,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
6027,25.45,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
6028,80.85,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
6029,94.9,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
6030,49.05,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
6031,29.3,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
6032,105.3,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
6033,88.95,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6034,20.25,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
6035,110.85,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6036,110.5,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6037,109.4,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
6038,114.2,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
6039,36.5,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6040,70.75,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
6041,19.95,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
6042,19.6,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
6043,40.15,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
6044,76.6,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
6045,19.6,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
6046,85.3,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
6047,65.85,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6048,94.45,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6049,20.05,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
6050,99.4,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
6051,20.0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
6052,78.45,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
6053,25.1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
6054,97.35,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
6055,55.0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6056,71.1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
6057,61.55,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6058,45.9,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6059,40.3,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6060,87.1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6061,49.5,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
6062,73.8,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
6063,19.2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
6064,45.3,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6065,25.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
6066,94.95,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
6067,35.3,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
6068,44.55,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
6069,76.75,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
6070,81.0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
6071,105.55,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
6072,18.8,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
6073,24.9,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
6074,23.45,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6075,64.9,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6076,61.35,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
6077,113.95,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6078,90.15,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
6079,54.1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6080,29.7,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6081,49.8,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6082,101.1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6083,24.4,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
6084,95.0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
6085,50.65,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6086,69.9,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
6087,39.95,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
6088,55.4,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6089,90.6,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6090,103.25,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
6091,86.85,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
6092,94.25,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
6093,47.05,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
6094,20.55,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
6095,19.65,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
6096,70.2,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6097,81.0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
6098,75.9,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
6099,24.7,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
6100,99.05,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
6101,110.25,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
6102,85.0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
6103,19.75,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
6104,23.9,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
6105,111.25,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
6106,55.1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
6107,19.95,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
6108,25.15,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6109,54.15,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6110,59.8,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6111,83.85,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
6112,104.9,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
6113,75.3,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
6114,66.65,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6115,109.5,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
6116,73.85,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
6117,19.3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
6118,118.2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6119,51.45,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
6120,59.45,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6121,19.5,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
6122,19.55,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
6123,93.55,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
6124,59.3,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
6125,102.25,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
6126,95.9,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
6127,109.8,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
6128,78.1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6129,39.9,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6130,64.9,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
6131,95.05,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6132,53.4,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
6133,24.9,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6134,44.7,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6135,114.0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
6136,20.25,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
6137,53.85,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6138,83.85,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
6139,20.2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
6140,19.95,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
6141,104.2,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
6142,50.25,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6143,20.35,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
6144,90.0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6145,54.2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
6146,99.5,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
6147,99.1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
6148,66.9,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
6149,25.85,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6150,91.05,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6151,71.0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6152,93.2,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
6153,20.95,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
6154,109.2,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
6155,19.35,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
6156,85.8,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
6157,19.85,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
6158,19.65,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
6159,20.5,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
6160,89.65,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
6161,74.35,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
6162,49.45,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
6163,89.1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6164,75.15,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
6165,70.65,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6166,104.2,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
6167,90.05,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
6168,79.25,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6169,44.9,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6170,19.4,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
6171,88.75,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
6172,70.1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6173,91.0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
6174,29.65,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6175,90.8,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
6176,77.85,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6177,54.3,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6178,18.95,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
6179,95.15,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
6180,102.4,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
6181,99.9,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
6182,88.7,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
6183,54.3,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
6184,55.7,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
6185,103.95,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6186,110.85,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6187,20.15,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
6188,20.05,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
6189,91.95,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
6190,80.5,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6191,55.65,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6192,74.7,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6193,104.15,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
6194,83.65,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
6195,72.2,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
6196,110.05,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
6197,51.5,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6198,25.5,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
6199,89.55,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
6200,19.5,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
6201,80.7,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6202,77.5,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
6203,105.1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
6204,25.15,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6205,95.25,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
6206,95.65,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
6207,85.0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6208,80.8,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
6209,24.85,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6210,54.75,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
6211,85.75,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
6212,50.75,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
6213,20.15,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
6214,20.05,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
6215,98.25,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6216,71.6,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
6217,81.45,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
6218,58.4,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
6219,25.7,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6220,53.7,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
6221,19.6,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
6222,89.4,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
6223,69.0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
6224,84.2,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
6225,106.1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
6226,25.75,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
6227,46.05,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6228,64.95,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
6229,85.45,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
6230,20.05,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
6231,76.4,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
6232,100.5,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
6233,20.7,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
6234,25.3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
6235,40.05,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
6236,100.6,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
6237,69.95,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6238,74.0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
6239,99.4,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
6240,93.3,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
6241,49.15,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6242,107.45,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
6243,83.6,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
6244,99.05,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
6245,80.1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6246,65.3,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
6247,89.55,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6248,60.8,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
6249,74.5,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6250,99.15,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
6251,19.25,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
6252,39.45,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
6253,44.85,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6254,97.2,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
6255,110.55,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
6256,35.05,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6257,73.0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
